Satýþ belgesi;Kalem;Üretim yeri;Müþteri malzeme numarasý;Satýþ belgesi türü;Malzeme;Malzeme Tan.;Plan Hammaddesi;PlnHmdde Gnþlk;Sipariþ Mik. (TON);Sevk Edilen Mik.(TON);Açýk Mik.(TON);Thdtsz Mml;Yaratma tarihi;Teslimat tarihi;PLN:TrmTrh;Öncelik Tanýmý;31 HR;31 PHR;31 CRF;31 GCR;31 GHR;31 PPG;41 HR;41 PHR;41 CRF;41 GCR;41 GHR;41 PPG;Ticari kalite;Sektör Tan.;Baz Fiyat;Nihai Fiyat;Sipariþi Veren;Müþteri grubu 2;Max Tnj;Min Tnj
15065359;50;4100;032440001;Z410;PPGP;PPG-9002/SP DX51D+Z70B 0,30x1.200;X;0;25;18,185;0;0;4.01.2018;4.01.2018;5.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇATI-CEPHE;860;1100;1121435;;6000;4000
15067936;110;3100;042782001;Z410;GHRP;GHR DX51D+Z90A 1,90x1.250 revize;X;0;150;150,44;0;0;10.01.2018;10.01.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;SERA ÝMALAT;730;620;1122187;;15000;9000
15068011;170;4100;021091001;Z410;GHRCP;GHR DX51D+Z100A 3,00x1.500x3.000;;0;30;25,345;0;0;2.01.2018;6.01.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;730;610;1122044;;2500;1500
15068011;180;4100;008751001;Z410;GHRCP;GHR DX51D+Z100A 3,00x1.250x2.500;;0;30;23,225;0;0;2.01.2018;6.01.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;730;610;1122044;;2500;1500
15068023;20;3100;045850001;Z410;PPGP;PPG-3009/SP DX51D+Z70B 0,65x1.220-revize;X;0;40;40,65;0;0;19.01.2018;1.02.2018;19.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇATI-CEPHE;840;788;1121215;;0;0
15068382;20;4100;042222001;Z410;GHRCP;GHR DX51D+Z100B 2,50x1.000x2.000;X;0;20;22,775;0;0;19.01.2018;27.01.2018;1.03.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ISITMA-SOÐUTMA;765;735;1122805;;1900;1000
15068612;40;4100;032105001;Z410;PPGSP;PPG-9002/SP DX51D+Z70B 0,48x1.200;PPG;1200;25;20,54;0;0;4.01.2018;26.01.2018;5.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇATI-CEPHE;860;855;1121435;;5000;3000
15069025;10;3100;033280001;Z410;PPGP;PPG-9002DX51D+Z100B 0,50x1.170-kauçuk;X;0;60;63,37;0;0;2.01.2018;20.02.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇATI-CEPHE;870;905;1121352;;5500;4000
15069025;20;3100;033280001;Z410;PPGP;PPG-9002DX51D+Z100B 0,50x1.170-kauçuk;X;0;31;41,88;0;0;2.01.2018;20.02.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇATI-CEPHE;870;905;1121352;;5500;4000
15069025;30;3100;033280001;Z410;PPGP;PPG-9002DX51D+Z100B 0,50x1.170(+tol);X;0;40;41,26;0;0;2.01.2018;20.02.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇATI-CEPHE;870;905;1121352;;10000;7000
15069025;40;3100;016628001;Z410;PPGP;PPG-9002/SP DX51D+Z100B 0,50x1.200(+tol);X;0;55;61,43;0;0;2.01.2018;20.02.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇATI-CEPHE;870;905;1121352;;5500;4000
15069026;10;3100;025696001;Z410;HRCP;HR S235JR 2,00x1.500x3.000 buffer;HR;0;4,945;4,945;0;0;2.01.2018;2.01.2018;;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;600;607,15;1021057;;0;0
15069027;10;3100;019407001;Z410;GCRCP;GCR DX51D+Z70A 2,00x1.500x3.000 buffer;GCR;0;4,136;2,585;0;0;2.01.2018;2.01.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;735;1121057;;0;0
15069027;20;3100;019407001;Z410;GCRCP;GCR DX51D+Z70A 2,00x1.500x3.000 buffer;GCR;0;4,136;2,585;0;0;2.01.2018;2.01.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;735;1121057;;0;0
15069028;10;3100;035399001;Z410;GCRP;GCR DX51D+Z70A 2,00x1.200 buffer;GCR;0;40;39,6;0;0;2.01.2018;2.01.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;SERA ÝMALAT;800;690;1122187;;0;0
15069030;10;3100;044967001;Z410;GCRCP;GCR DX51D+Z70A 1,20x1.250x2.005;X;0;24;24,335;0;0;2.01.2018;16.01.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;730;1122137;;0;0
15069030;20;3100;044966001;Z410;GCRCP;GCR DX51D+Z70A 1,20x1.200x1.805;GCR;0;4,1;4,08;0;0;2.01.2018;16.01.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;730;1122137;;0;0
15069030;30;3100;023087001;Z410;GCRCP;GCR DX51D+Z70A 1,20x1.200x2.300;GCR;0;16;15,64;0;0;2.01.2018;16.01.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;730;1122137;;0;0
15069031;10;4100;007307001;Z410;GCRSP;GCR DX51D+Z100A 0,50x1.200;GCR;1200;117,34;120,53;0;0;2.01.2018;31.01.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ISITMA-SOÐUTMA;800;810;1122589;;2500;1500
15069032;10;3100;030343001;Z410;PPGP;PPG-9002/SP DX51D+Z70B 0,50x1.000;PPG;0;6,44;0;0;0;2.01.2018;2.01.2018;2.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;870;850;1122856;;0;0
15069032;20;3100;030343001;Z410;PPGP;PPG-9002/SP DX51D+Z70B 0,50x1.000;PPG;0;6,79;6,79;0;0;2.01.2018;2.01.2018;2.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;870;850;1122856;;0;0
15069032;30;3100;030343001;Z410;PPGP;PPG-9002/SP DX51D+Z70B 0,50x1.000;PPG;0;6,38;6,38;0;0;2.01.2018;2.01.2018;2.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;870;850;1122856;;0;0
15069033;10;3100;029747001;Z410;PPGP;PPG-3009/SP DX51D+Z70B 0,50x1.000;PPG;0;11;12,9;0;0;2.01.2018;16.01.2018;2.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;870;865;1122856;;0;0
15069035;10;3100;032800001;Z410;GHRCP;GHR DX51D+Z70A 2,00x1.500x3.000;;0;20;21,9;0;0;2.01.2018;31.01.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;705;1121011;;6000;4000
15069036;10;4100;040796001;Z410;PPGCP;PPG-7040/SP DX51D+Z275B 1,00x1.500x2.250;PPG;0;28,18;28,18;0;0;3.01.2018;1.02.2018;3.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;HAVALANDIRMA;870;1010;1121996;;2500;1500
15069038;10;3100;016564001;Z410;GCRP;GCR DX51D+Z70A 0,50x1.000;GCR;0;7;0;0;0;3.01.2018;3.02.2018;;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;825;1122856;;8000;5000
15069039;10;4100;041895001;Z410;PPGCP;PPG-9002/SP 0,50x1.200x1.570 B6080192;PPG;0;28,1;28,505;0;0;3.01.2018;1.02.2018;3.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;BEYAZ EÞYA;870;980;1122002;;2000;1500
15069039;20;4100;044421001;Z410;PPGCP;PPG-9002/SP 0,50x1.200x1.524 B6080195;PPG;0;5,742;6,105;0;0;3.01.2018;1.02.2018;3.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;BEYAZ EÞYA;870;980;1122002;;2000;1500
15069039;30;4100;045610001;Z410;PPGCP;PPG-9002/SP 0,50x1.200x1.509 B6080260;PPG;0;4,695;4,695;0;0;3.01.2018;1.02.2018;3.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;BEYAZ EÞYA;870;980;1122002;;2300;2000
15069039;40;4100;045597001;Z410;PPGCP;PPG-9002/SP 0,50x1.200x1.632 B6080140;PPG;0;3,843;4,055;0;0;3.01.2018;1.02.2018;3.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;BEYAZ EÞYA;870;980;1122002;;2300;2000
15069039;50;4100;045253001;Z410;PPGCP;PPG-9002/SP 0,50x1.200x1.578 B6080029;PPG;0;3,716;4,06;0;0;3.01.2018;1.02.2018;3.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;BEYAZ EÞYA;870;980;1122002;;2300;2000
15069039;60;4100;046482001;Z410;PPGCP;PPG-9002/SP 0,50x1.000x1.540 B6080145;PPG;0;3,022;3,07;0;0;3.01.2018;1.02.2018;3.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;BEYAZ EÞYA;870;980;1122002;;2000;1500
15069039;70;4100;045600001;Z410;PPGCP;PPG-9002/SP 0,50x1.200x2.400 B6080010;PPG;0;3,2;3,2;0;0;3.01.2018;1.02.2018;3.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;BEYAZ EÞYA;870;980;1122002;;2300;2000
15069040;10;3100;025517001;Z410;GCRP;GCR DX51D+Z70A 0,50x1.000;GCR;0;7;6,44;0;0;3.01.2018;17.01.2018;3.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;790;1122856;;0;0
15069041;10;3100;016564001;Z410;GCRP;GCR DX51D+Z100A 0,50x1.000;GCR;0;30;28,87;0;0;3.01.2018;17.01.2018;3.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;GENEL ÝMALAT;800;795;1122586;;8000;5000
15069043;10;4100;016609001;Z410;GCRP;GCR DX51D+Z70A 0,90x1.250;X;0;59,82;59,82;0;0;3.01.2018;1.02.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;YAPI PROFÝL.-ÞEKÝLLÝ;800;735;1122334;;9000;6000
15069043;20;4100;014605001;Z410;GCRP;GCR DX51D+Z70A 1,00x1.250;X;0;100;100,765;0;0;3.01.2018;1.02.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;YAPI PROFÝL.-ÞEKÝLLÝ;800;735;1122334;;9000;6000
15069043;30;4100;016574001;Z410;GHRP;GHR DX51D+Z70A 3,00x1.200;X;0;77;0;0;0;3.01.2018;1.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;YAPI PROFÝL.-ÞEKÝLLÝ;800;700;1122334;;9000;6000
15069044;10;4100;033259001;Z410;GCRSP;GCR DX52D+Z100B 0,40x610;GCR;1250;100;96,5;0;0;3.01.2018;28.02.2018;1.03.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;YAPI PROFÝL.-ÞEKÝLLÝ;800;890;1122280;;2500;1500
15069045;10;3100;026903001;Z410;GCRP;GCR DX51D+Z70A 0,38x1.200 buffer;GCR;0;6,65;6,64;0;0;3.01.2018;17.01.2018;3.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;845;1121889;;0;0
15069046;10;4100;014605001;Z410;GCRP;GCR DX51D+Z70A 1,00x1.250-virman;X;0;30;30,19;0;0;3.01.2018;1.02.2018;3.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;745;1121829;;9000;6000
15069047;10;3100;029607001;Z410;PPGP;PPG-9002/SP DX51D+Z70B 0,50x1.200;PPG;0;100,001;0;0;0;3.01.2018;17.01.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ISITMA-SOÐUTMA;870;860;1122326;;0;0
15069048;10;3100;027061001;Z410;GCRCP;GCR DX51D+Z70A 0,80x1.250x2.500;GCR;0;3,984;2,49;0;0;3.01.2018;3.01.2018;3.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;765;1121057;;0;0
15069049;10;4100;044703001;Z410;GCRP;GCR DX52D+Z100BO 0,40x1.250;X;0;20;26,07;0;0;3.01.2018;13.02.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;GENEL ÝMALAT;800;880;1122803;;7000;5000
15069050;10;3100;030343001;Z410;PPGP;PPG-9002/SP DX51D+Z70B 0,50x1.000;PPG;0;6,43;6,43;0;0;3.01.2018;3.01.2018;3.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;870;850;1121176;;0;0
15069053;10;4100;019990001;Z410;PPGP;PPG-9002/SP DX51D+Z100B 0,35x1.095;PPG;0;6,885;6,885;0;0;3.01.2018;3.01.2018;3.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;870;990;1122392;;9500;6500
15069053;20;4100;019990001;Z410;PPGP;PPG-9002/SP DX51D+Z100B 0,35x1.095;PPG;0;6,985;6,985;0;0;3.01.2018;3.01.2018;3.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;870;990;1122392;;9500;6500
15069055;10;4100;030435001;Z410;PPGP;PPG-5010/SP DX51D+Z70B 0,50x1.200;X;0;20;20,01;0;0;3.01.2018;15.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇATI-CEPHE;870;870;1121433;;8000;6000
15069055;20;4100;046484001;Z410;PPGP;PPG-5010/SP DX51D+Z70B 0,70x1.200;X;0;20;20,47;0;0;3.01.2018;15.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇATI-CEPHE;870;810;1121433;;8000;6000
15069056;10;4100;037121001;Z410;GCRSP;GCR DX51D+Z100A 0,60x1.200;GCR;1200;19,935;19,81;0;0;3.01.2018;28.02.2018;3.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;HAVALANDIRMA;800;800;1122527;;2500;1500
15069057;10;3100;024911001;Z470;GCRP;GCR DX51D+Z80A 0,50x1.250;X;0;95;61,18;0;0;3.01.2018;17.01.2018;1.03.2018;Bekletilmesi gereken sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;796;2127150;IQ;9000;0
15069057;20;3100;008791001;Z470;GCRP;GCR DX51D+Z80A 0,60x1.250;X;0;72;41,88;0;0;3.01.2018;17.01.2018;1.02.2018;Bekletilmesi gereken sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;776;2127150;IQ;9000;0
15069057;30;3100;017162001;Z470;GCRP;GCR DX51D+Z80A 0,70x1.250;X;0;75;67,34;0;0;3.01.2018;17.01.2018;1.02.2018;Bekletilmesi gereken sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;762;2127150;IQ;9000;0
15069057;40;3100;022780001;Z470;GCRP;GCR DX51D+Z80A 0,80x1.250;X;0;68;46,83;0;0;3.01.2018;17.01.2018;1.02.2018;Bekletilmesi gereken sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;749;2127150;IQ;9000;0
15069057;50;3100;023154001;Z470;GCRP;GCR DX51D+Z80A 0,90x1.250;X;0;100;105,13;0;0;3.01.2018;17.01.2018;1.03.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;739;2127150;IQ;9000;0
15069057;60;3100;008814001;Z470;GCRP;GCR DX51D+Z80A 1,00x1.250;X;0;100;69,36;0;0;3.01.2018;17.01.2018;1.03.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;737;2127150;IQ;9000;0
15069057;70;3100;008819001;Z470;GCRP;GCR DX51D+Z80A 1,20x1.250;X;0;33;12,7;0;0;3.01.2018;17.01.2018;1.03.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;731;2127150;IQ;9000;0
15069057;80;3100;018644001;Z470;GCRP;GCR DX51D+Z80A 0,70x1.500;X;0;50;53;0;0;3.01.2018;17.01.2018;1.03.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;757;2127150;IQ;9000;0
15069057;90;3100;018645001;Z470;GCRP;GCR DX51D+Z80A 0,80x1.500;X;0;50;56,23;0;0;3.01.2018;17.01.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;744;2127150;IQ;9000;0
15069057;100;3100;018646001;Z470;GCRP;GCR DX51D+Z80A 0,90x1.500;X;0;75;77,72;0;0;3.01.2018;17.01.2018;1.03.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;734;2127150;IQ;9000;0
15069057;110;3100;017293001;Z470;GCRP;GCR DX51D+Z80A 1,00x1.500;X;0;75;75,53;0;0;3.01.2018;17.01.2018;1.03.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;732;2127150;IQ;9000;0
15069057;120;3100;017294001;Z470;GCRP;GCR DX51D+Z80A 1,20x1.500;X;0;75;78,8;0;0;3.01.2018;17.01.2018;1.03.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;726;2127150;IQ;9000;0
15069058;10;3100;035360001;Z410;GCRP;GCR DX51D+Z70A 0,50x1.250;X;0;10;9,66;0;0;3.01.2018;17.01.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;790;1121325;;11000;8000
15069058;20;3100;035364001;Z410;GCRP;GCR DX51D+Z70A 0,60x1.250;X;0;10;10,22;0;0;3.01.2018;17.01.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;775;1121325;;11000;8000
15069058;30;3100;035380001;Z410;GCRP;GCR DX51D+Z70A 1,00x1.250;X;0;40;39,32;0;0;3.01.2018;17.01.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;730;1121325;;9000;6000
15069058;40;3100;035385001;Z410;GCRP;GCR DX51D+Z70A 1,20x1.250;X;0;10;13,53;0;0;3.01.2018;17.01.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;725;1121325;;11000;6000
15069058;50;3100;035393001;Z410;GCRP;GCR DX51D+Z70A 1,50x1.250;X;0;12,13;12,13;0;0;3.01.2018;17.01.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;720;1121325;;11000;6000
15069058;60;3100;044769001;Z410;GHRP;GHR DX51D+Z70A 2,00x1.250;X;0;20;23,4;0;0;3.01.2018;17.01.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;700;1121325;;9000;6000
15069058;70;3100;035409001;Z410;GHRP;GHR DX51D+Z70A 2,50x1.250;X;0;10;10,62;0;0;3.01.2018;17.01.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;700;1121325;;11000;8000
15069058;80;3100;035413001;Z410;GHRP;GHR DX51D+Z70A 3,00x1.250;X;0;21;20,86;0;0;3.01.2018;17.01.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;700;1121325;;11000;8000
15069058;90;3100;035378001;Z410;GCRP;GCR DX51D+Z70A 1,00x1.000;X;0;10;9,49;0;0;3.01.2018;17.01.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;730;1121325;;11000;8000
15069058;100;3100;035719001;Z410;GCRP;GCR DX51D+Z70A 1,20x1.000;X;0;10;9,19;0;0;3.01.2018;17.01.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;725;1121325;;11000;6000
15069058;110;3100;035388001;Z410;GCRP;GCR DX51D+Z70A 1,50x1.000;X;0;13,24;13,24;0;0;3.01.2018;17.01.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;720;1121325;;11000;6000
15069058;120;3100;035403001;Z410;GHRP;GHR DX51D+Z70A 2,00x1.000;X;0;20;0;0;0;3.01.2018;17.01.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;700;1121325;;9000;6000
15069058;130;3100;035379001;Z410;GCRP;GCR DX51D+Z70A 1,00x1.200;X;0;25;23,35;0;0;3.01.2018;17.01.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;730;1121325;;9000;6000
15069058;140;3100;035384001;Z410;GCRP;GCR DX51D+Z70A 1,20x1.200;X;0;20;19,77;0;0;3.01.2018;17.01.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;725;1121325;;9000;6000
15069058;150;3100;035720001;Z410;GCRP;GCR DX51D+Z70A 1,50x1.200;X;0;10;9,78;0;0;3.01.2018;17.01.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;720;1121325;;11000;6000
15069058;160;3100;035722001;Z410;GHRP;GHR DX51D+Z70A 2,00x1.200;X;0;10;10,12;0;0;3.01.2018;17.01.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;700;1121325;;11000;6000
15069058;170;3100;035381001;Z410;GCRP;GCR DX51D+Z70A 1,00x1.500;X;0;25;25,27;0;0;3.01.2018;17.01.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;730;1121325;;9000;6000
15069058;180;3100;035386001;Z410;GCRP;GCR DX51D+Z70A 1,20x1.500;X;0;10;13,88;0;0;3.01.2018;17.01.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;725;1121325;;11000;6000
15069058;190;3100;035721001;Z410;GCRP;GCR DX51D+Z70A 1,50x1.500;X;0;25;25,63;0;0;3.01.2018;17.01.2018;31.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;720;1121325;;9000;6000
15069058;200;3100;044770001;Z410;GHRP;GHR DX51D+Z70A 2,00x1.500;X;0;40;39,69;0;0;3.01.2018;17.01.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;700;1121325;;11000;6000
15069058;210;3100;035410001;Z410;GHRP;GHR DX51D+Z70A 2,50x1.500;X;0;10;14,87;0;0;3.01.2018;17.01.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;700;1121325;;11000;6000
15069058;220;3100;035727001;Z410;GHRP;GHR DX51D+Z70A 3,00x1.500;X;0;10;12,87;0;0;3.01.2018;17.01.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;800;700;1121325;;11000;6000
15069059;10;4100;046485001;Z410;PPGSP;PPG-3011/SP DX51D+Z70B 0,63x1.075;X;1120;24;27,01;0;0;3.01.2018;12.02.2018;1.02.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇATI-CEPHE;870;940;1121435;;5000;3000
15069060;10;4100;029747001;Z410;PPGP;PPG-3009/SP DX51D+Z70B 0,50x1.000;PPG;0;6,345;6,345;0;0;3.01.2018;3.01.2018;3.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;870;865;1121325;;0;0
15069060;20;4100;029747001;Z410;PPGP;PPG-3009/SP DX51D+Z70B 0,50x1.000;PPG;0;6,395;6,395;0;0;3.01.2018;3.01.2018;3.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;870;865;1121325;;0;0
15069060;30;4100;029747001;Z410;PPGP;PPG-3009/SP DX51D+Z70B 0,50x1.000;PPG;0;6,42;6,42;0;0;3.01.2018;3.01.2018;3.01.2018;Normal öncellikli sipariþ kalemi;0;0;0;0;0;0;0;0;0;0;0;0;;ÇSM-TÜCCAR;870;865;1121325;;0;0
